"peopleNumber","cinema","address","tele","lng","lat"
401558.00,"万达国际影城(城厢店)","荔华东大道8号万达广场4楼","0594-7512888",118.99,25.41
401249.00,"SFC上影影城(八佰伴店)","浦东张杨路501号（第一八佰伴十楼）","021-58362988",113.25,23.11
401136.00,"北京耀莱成龙国际影城(慈云寺店)","慈云寺北里209号未来汇二层（未来汇广场）","010-65980898",116.27,39.91
400687.00,"幸福蓝海国际影城(南通IMAX店)","工农路33号圆融广场5楼","0513-81108000",120.46,32.53
400594.00,"博纳国际影城(凯德广场店)","临园路东段74号凯德广场2期6楼","0816-8356888",114.22,22.69
400587.00,"万达国际影城(龙湾店)","永中街道永定路1188号万达商业广场娱乐楼4-5层","0577-55590088",120.81,27.92
400577.00,"UME国际影城(华星店)","双榆树科学院南路44号（双安商场对面）","010-82115566010-82112851",107.39,29.70
400043.00,"万达国际影城(新天地广场店)","河南岸演达一路港惠新天地（沃尔玛）4楼","0752-25856000752-2585609",113.80,22.72
398360.00,"万达国际影城(万达广场店)","东海大道4399号万达广场娱乐楼四层","0552-3138666",118.55,24.76
397165.00,"大连万达国际影城(和平店)","高尔基路695-699号和平广场4层","0411-821935890411-84313200",121.60,38.91
397036.00,"万达影城(厚街店)","康乐北路6号万达广场4层","0769-89888888",113.90,22.56
397013.00,"耀莱成龙国际影城(增城新塘店)","新塘镇港口大道北332号金海岸城市广场4楼","020-32896181",113.57,23.13
395903.00,"万达电影城(江桥店)","金沙江西路1075号江桥万达商业广场3楼","021-31275666",114.29,30.57
394975.00,"CGV星聚汇影城(学府店)","学府路1-1号凯德广场5楼","0451-51955557",117.16,39.11
394201.00,"万达国际影城(漳州万达店)","建元东路2号漳州碧湖万达广场四-五层","0596-7060688",117.67,24.49
394140.00,"时代电影大世界","新民路4号王府井奥特莱斯6楼","0771-2082888",104.08,30.64
393708.00,"喜满客影城(万谷店)","迈皋桥街道华电路1号万谷·慧生活广场4楼（迈皋桥地铁站）","025-58772001",113.68,28.89
392532.00,"广州泛洋国际影城","市桥街清东路203号汇珑商业中心五楼E22;六楼F18","020-84618008",113.37,22.93
392067.00,"哈尔滨泰莱时代影城","香福路55号永泰城5层","0451-51896607",126.76,45.71
392010.00,"中影国际影城(仙林金鹰店店)","仙林大学城学海路1号金鹰奥莱城Ｃ馆2楼","025-87723471025-87721661",116.28,39.88
391830.00,"乌鲁木齐银河欢乐影城(汇嘉时代店)","北京中路147号汇嘉时代三楼","0991-3633180",87.55,43.87
391700.00,"中影国际影城(炎帝广场店)","炎帝广场神农太阳城3楼A310号铺","0731-28862123",116.28,39.88
391167.00,"欢乐城国际影城","前进大街1889号欢乐城六层","0431-81802292",112.78,37.89
390523.00,"银兴乐天影城(浏阳河店)","浏阳河大道三段305号","0731-89601288",113.04,28.19
390381.00,"北国金棕榈先天下国际影城(保定店)","朝阳北大街北国先天下购物广场6楼（中国移动通信公司对面）","0312-5883456",115.46,38.88
390214.00,"大光明电影院(南京西路店)","南京西路216号（黄河路南京西路）","021-63274260",118.80,32.02
390085.00,"金逸影城(中心城店)","福华一路怡景中心城G层（会展中心地铁站B出口）","0755-828011680755-82801169",120.36,36.10
389608.00,"哈尔滨艾美影城","东直路118号百盛商场5层","0451-51890699",126.67,45.78
389429.00,"中影DFC影城(龙阳路店)","龙阳路2000号（2、7号线龙阳路地铁站3号口右侧电梯直达5楼）","021-68388318",109.69,34.85
389339.00,"金逸影城IMAX(光美武汉荟聚店)","长宜路1号荟聚购物中心4层","027-83292818",114.32,30.53
389190.00,"宁波影都(东门口店)","战船街2号","0574-87348102",121.55,29.87
389011.00,"大地影院(东汇城店)","荔城街府佑路98号东汇城4楼","020-32831009",113.54,23.11
388839.00,"山西剧院(VR主题影院)","柳巷北路25号","0351-2029189",112.56,37.86
388289.00,"博纳国际影城(茂业天地店)","亲贤北街与体育西路交汇口东北角茂业天地六层","0351-7581999",114.22,22.69
388211.00,"沃美影城(世纪金源购物中心店)","世纪金源购物中心C座一层","0851-84808339",105.94,31.73
387616.00,"洛阳卢米埃影城(王府井店)","南昌路王府井购物中心6层","400-601-0618",112.40,34.64
387451.00,"新华国际影城(大钟寺店)","北三环18号院大钟寺中坤广场C座3层（地铁13号线大钟寺站出站即到）","010-82511616",113.32,33.72
387382.00,"CGV星聚汇影城(成都温江店)","光华大道三段1588号珠江新城国际购物中心4层401室","028-65077888",103.84,30.69
386979.00,"天津橙天嘉禾银河影城(银河国际购物中心店)","乐园道银河国际购物中心4-5层（广东路与乐园道交口）","022-83889188",117.20,39.08
386617.00,"CGV星聚汇影城(金牛店)","交大路183号凯德广场4层","028-87563795",104.07,30.61
385956.00,"首映国际影城(咸阳财富中心店)","人民中路咸阳国际财富中心5层","029-33365222",108.70,34.33
385820.00,"英皇UA电影城(南海怡丰城店)","佛平四路与石龙南路交汇处怡丰城四楼","400-638-4638",113.18,23.03
385589.00,"横店电影城(百盛广场店)","东太康路与人民路交叉口百盛购物广场6楼（近人民路）","0371-69373139",107.73,29.86
385382.00,"西影大地影院(小寨店)","长安中路65号小寨金莎国际（海港城北侧）","029-89640502029-89640501",112.93,23.49
384846.00,"幸福蓝海国际影城(北京房山店)","广阳新路9号院1号楼中粮万科半岛购物广场3层","010-50923706",116.01,39.70
384614.00,"中影国际影城(河西奥体店)","江东中路341号中央公园B1楼（家乐福入口旁，地铁2、10号线元通站5号出口直达）","025-87715707025-87770588",117.21,39.13
384408.00,"万达国际影城(夷陵大道店)","夷陵大道万达广场娱乐城3-4层","0717-6586888",111.30,30.68
384380.00,"CGV星聚汇影城(西安胡家庙店)","长缨西路1号华东万和城6层（胡家庙十字）","029-68291010",108.99,34.27
384121.00,"福州中瑞万星国际影城(省体店)","五四路320号省体育中心东门","400-012-5000",119.30,26.11
383564.00,"完美世界影城(中东店)","经济技术开发区自由大路6738号（中东大市场南侧）","0431-81920175",98.81,40.12
383545.00,"大世界影城(中山路IMAX店)","中山路359号大东方百货B幢6-7楼","0510-82765885",113.52,22.51
383094.00,"中影国际影城(南京白下大光路店)","大光路142号际华国际广场3楼","025-58079028-601",118.80,32.02
382934.00,"万达国际影城(江阴万达广场店)","人民西路281号万达广场4楼娱乐楼","0510-68975999",119.85,31.36
382281.00,"首都电影院(未来广场店)","新开路71号远洋未来广场3F（地铁2号线远洋国际中心站）","022-59661177",117.21,39.13
381172.00,"万达国际影城(华府店)","中山路281号悦荟广场3层","0411-83669988",115.99,29.67
381082.00,"万达影城(桂林店)","穿山东路43号万达广场娱乐楼5、6层","0773-3192111",110.32,25.24
380632.00,"万达国际影城(吴中万达广场店)","石湖西路188号万达广场4楼","0512-83957159",120.59,31.21
379908.00,"蛟龙国际电影城(蛟龙国际店)","蛟龙工业港双流园区蛟龙大道附1号","028-85738899028-85738866",118.73,34.86
379571.00,"万达国际影城(增城店)","荔城街增城大道69号万达广场1幢娱乐楼4A-5A","020-26237777",113.26,23.17
379470.00,"地中海影城","新松江路927弄4层4042室（开元地中海商业广场4楼）","021-37793999",118.93,25.12
378408.00,"太平洋电影城(深圳天利名城店)","中心区天利名城购物中心5楼","400-850-3366",113.91,22.54
378346.00,"万达国际影城(万达广场店)","发展大道北八卦山以南侧地段万达广场4楼","0750-3931800",118.55,24.76
377924.00,"橙天嘉禾影城(武进吾悦广场店)","湖塘武宜中路188号吾悦广场4层","0519-69891188",112.36,25.58
377678.00,"海上明珠国际影城(莘庄店)","沪闵路6088号莘庄凯德龙之梦购物中心4楼","021-64880138-0",120.57,32.10
377487.00,"卢米埃影城(紫荆广场店)","控江路1628号紫荆广场5楼","021-55803920",118.59,24.92
377357.00,"万达国际电影城(钟家村汉商店)","汉阳大道128号汉商银座购物中心F栋5楼（近汉阳商场）","400-080-6060",114.26,30.54
377344.00,"常州万达国际影城(通江中路店)","通江中路88号万达百货5层","0519-69960000",119.97,31.81
377217.00,"万达国际影城(李沧店)","巨峰路148号万达广场3楼万达影城","0532-55718588",120.37,36.08
376175.00,"万达影城(水晶城店)","上塘路458号水晶城购物中心7楼","0571-28202888",113.90,22.56
375750.00,"华谊兄弟影院(金源店)","世纪金源购物中心B区4楼","0551-66185205",116.46,40.01
375458.00,"中影国际影城(会展航洋城购物中心店)","民族大道131号会展航洋城购物中心第五、六层","0771-5507060",116.28,39.88
375192.00,"横店电影城(海亮广场店)","中山西路1号海亮广场F栋6号","0471-5290555",107.73,29.86
374599.00,"UME国际影城(建设北路店)","建设北路三段6号龙湖天街三千集购物中心5楼（厂北路口）","028-84406111",107.39,29.70
374212.00,"万达影城(松江店)","广富林路692号松江万达广场4楼","021-51213777",121.21,31.03
373285.00,"星际影城(石桥路店)","石桥路468号江南时代广场2F","0571-28953456",120.19,30.34
372889.00,"大上海电影院","西藏中路500号第一百货商店新楼8楼（近南京东路）","021-63616078",121.47,31.23
372494.00,"阳江红毯影城","东风一路11号天润广场7层","0662-3288999",111.98,21.85
371381.00,"华谊兄弟(金源不夜城店)","建新北路二支路1号金源地下不夜城内（近时代歌剧院）","400-000-9009",116.27,39.95
371313.00,"万达影城(宝安店)","建安一路与新圳路交汇处海雅缤纷城四层","0755-29188886",113.90,22.56
370669.00,"银兴菲林国际影城(佰港城店)","南湖丁字桥南路文治街武昌府维佳佰港城四楼","027-87511977",114.32,30.50
370410.00,"中影国际影城(长风街和信广场店)","长风大街705号和信商厦6层","0351-75271180351-7526928",116.28,39.88
370004.00,"贵阳星美国际影城(鸿通城店)","解放路100号鸿通城2楼（购物中心二楼）","0851-83758165",106.70,26.55
369749.00,"CGV星聚汇影城(蓬江店)","北新区白石大道166号","0750-3698400",113.08,22.61
369457.00,"大庆万达国际影城(萨尔图店)","东风路15号万达广场4层","0459-6079885",125.10,46.58
368954.00,"今典影城(新天地店)","亚泰大街1138号新天地购物公园4楼","0431-88752121",125.34,43.89
367924.00,"洪山天河国际影城(街道口店)","珞瑜路6号乐天城购物中心6楼（群光广场旁）","027-87882649-805",114.35,30.52
367733.00,"武商十堰国际电影城","人民北路1号武商十堰人民商场8楼","0719-84739960719-84739980719-8473999",110.78,32.65
366822.00,"保利国际影城(喜盈门店)","万家丽路中段三段36号喜盈门范城3号栋（餐饮娱乐区）5-6层","0731-88485188",113.93,22.51
366343.00,"江汉环球电影城(解放路店)","司门口解放路464号原江汉剧场（户部巷对面）","027-88863743",114.29,30.54
365330.00,"CGV星聚汇影城(兴隆台店)","石油大街102号水游城5楼","0427-3259900",122.07,41.12
364280.00,"博纳国际影城(华强店)","华强北路2009号茂业百货9楼（近地铁华强北B出口）","0755-83019333",114.22,22.69
364068.00,"万裕国际影城(淮海店)","淮海中路99号大上海时代广场6楼","021-63910500",119.02,33.60
363960.00,"中影天河影城(樊城武商店)","长虹路民发商业广场5楼","0710-3220529",113.33,23.13
363445.00,"万达影城(万达广场店)","光复西路万达广场4层","0454-2665123",113.81,23.27
362740.00,"CGV星聚汇影城(西安印象城店)","未央路33号龙首村未央印象城3楼（万龙广场，盛龙广场，未央区政府）","029-89376688",108.94,34.29
362398.00,"天河国际影城","夷陵大道58号CBD购物中心三楼天河国际影城","0717-68380520717-6838053",113.33,23.13
361961.00,"左岸国际影城","建设北路8号白石商业广场6楼","0731-55577757",107.22,34.34
361926.00,"驻马店中影好莱坞国际影城","大商新玛特6楼","0396-2369688",114.03,32.97
361500.00,"万达国际影城(新都店)","马超东路266号和信新城市中心4层","028-66555588",104.17,30.80
361300.00,"万达国际影城(黄山西路店)","黄山西路19号万达广场4楼","0511-85589555",118.40,29.85
361256.00,"工人影剧院","天宁北路76号","0758-22339300758-22345270758-2235831",123.76,41.28
361150.00,"万达国际影城(平阳店)","鳌江镇万达广场娱乐楼4层（城新线与下厂西向路东北角）","0577-63190088",120.81,27.92
360319.00,"保利国际影城(大中华店)","福华路北大中华国际交易广场4楼（会展中心地铁站A出口）","0755-23813990",113.93,22.51
360142.00,"大地影院(奥体高德美居店)","奥体南路12号高德美居家居馆3楼（近天河百货）","020-82524282",113.54,23.11
360078.00,"沈阳万达国际影城(太原街店)","太原南街2号万达商业广场4楼","024-83280909",123.39,41.79
359718.00,"武汉橙天嘉禾南国西汇影城(南国西汇城市广场店)","解放大道387号南国西汇城市广场二期5楼","027-59708111",114.22,30.58
358837.00,"大地影院(三水广场店)","西南街道张边路9号三水广场2座3楼","0757-877830100757-87783012",112.89,23.17
356489.00,"大地影院(南汇乐购影城)","惠南镇南门大街18号乐购广场5楼","021-58012413",113.54,23.11
355527.00,"传奇奢华影城(丰潭路店)","丰潭路380号银泰城4楼","0571-88222929",121.35,30.17
355075.00,"博纳国际影城(银泰店)","长江中路98号银泰城8楼","0551-62656511",114.22,22.69
354954.00,"万达影城(金华店)","李渔东路366号万达广场娱乐楼4楼","0579-89001888",120.04,29.27
354809.00,"卢米埃影城(弘阳广场店)","大桥北路48号大洋百货3楼（近江北沃尔玛）","025-68510868",118.72,32.12
354642.00,"福州中瑞南华影城","三坊七巷南后街中段","400-012-5000",119.29,26.08
354053.00,"春天国际影城(襄阳拉美店)","解放路拉美步行街A3号","0710-3434999",112.15,32.04
